0, 0 79 100 95;
1, 24 72 100 95;
2, 30 74 100 95;
3, 0 75 100 95;
4, 24 74 100 95;
5, 30 72 100 95;
6, 0 79 100 95;
7, 24 72 100 95;
8, 30 74 100 95;
9, 0 75 100 95;
10, 24 74 100 95;
11, 30 72 100 95;
12, 0 84 100 95;
13, 24 80 100 95;
14, 30 82 100 95;
15, 0 84 100 95;
16, 12 86 100 95;
17, 30 84 100 95;
18, 0 79 100 95;
19, 24 79 100 95;
20, 0 80 100 95;
21, 6 79 100 95;
22, 12 77 100 95;
23, 18 75 100 95;
24, 24 74 100 95;
25, 30 72 100 95;
26, 0 74 100 95;
27, 30 84 100 95;
28, 0 82 100 95;
29, 6 80 100 95;
30, 12 79 100 95;
31, 18 77 100 95;
32, 24 75 100 95;
33, 30 74 100 95;
34, 0 75 100 95;
35, 24 75 100 95;
36, 30 77 100 95;
37, 0 79 100 95;
38, 24 72 100 95;
39, 0 79 100 95;
40, 24 77 100 95;
41, 30 75 100 95;
42, 0 77 100 95;
43, 0 79 100 95;
44, 0 79 100 95;
45, 24 72 100 95;
46, 30 74 100 95;
47, 0 75 100 95;
48, 24 74 100 95;
49, 30 72 100 95;
50, 0 79 100 95;
51, 24 72 100 95;
52, 30 74 100 95;
53, 0 75 100 95;
54, 24 74 100 95;
55, 30 72 100 95;
56, 0 84 100 95;
57, 24 80 100 95;
58, 30 82 100 95;
59, 0 84 100 95;
60, 12 86 100 95;
61, 30 84 100 95;
62, 0 82 100 95;
63, 24 79 100 95;
64, 0 79 100 95;
65, 18 80 100 95;
66, 24 84 100 95;
67, 30 91 100 95;
68, 0 91 100 95;
69, 0 89 100 95;
70, 12 87 100 95;
71, 24 86 100 95;
72, 0 87 100 95;
73, 0 84 100 95;
74, 24 87 100 95;
75, 0 86 100 95;
76, 30 79 100 95;
77, 0 84 100 95;
78, 24 87 100 95;
79, 0 86 100 95;
80, 24 82 100 95;
81, 0 84 100 95;
