0, 6 79 100 95;
1, 12 79 100 95;
2, 18 79 100 95;
3, 24 79 100 95;
4, 30 77 100 95;
5, 36 79 100 95;
6, 42 84 100 95;
7, 0 79 100 95;
8, 6 77 100 95;
9, 9 77 100 95;
10, 6 77 100 95;
11, 12 77 100 95;
12, 18 77 100 95;
13, 24 77 100 95;
14, 30 75 100 95;
15, 36 77 100 95;
16, 42 82 100 95;
17, 0 77 100 95;
18, 6 75 100 95;
19, 12 74 100 95;
20, 18 75 100 95;
21, 42 72 100 95;
22, 45 74 100 95;
23, 0 75 100 95;
24, 6 75 100 95;
25, 12 75 100 95;
26, 18 75 100 95;
27, 24 74 100 95;
28, 30 75 100 95;
29, 42 72 100 95;
30, 45 74 100 95;
31, 0 75 100 95;
32, 6 75 100 95;
33, 12 75 100 95;
34, 18 75 100 95;
35, 24 74 100 95;
36, 30 75 100 95;
37, 42 72 100 95;
38, 45 74 100 95;
39, 0 75 100 95;
40, 6 75 100 95;
41, 12 75 100 95;
42, 18 75 100 95;
43, 24 75 100 95;
44, 30 82 100 95;
45, 42 75 100 95;
46, 0 77 100 95;
47, 6 79 100 95;
48, 12 79 100 95;
49, 18 79 100 95;
50, 24 79 100 95;
51, 30 77 100 95;
52, 36 79 100 95;
53, 42 84 100 95;
54, 0 79 100 95;
55, 6 77 100 95;
56, 9 77 100 95;
57, 6 77 100 95;
58, 12 77 100 95;
59, 18 77 100 95;
60, 24 77 100 95;
61, 30 75 100 95;
62, 36 77 100 95;
63, 42 82 100 95;
64, 0 77 100 95;
65, 6 75 100 95;
66, 12 74 100 95;
67, 18 75 100 95;
68, 42 72 100 95;
69, 45 74 100 95;
70, 0 75 100 95;
71, 6 75 100 95;
72, 12 75 100 95;
73, 18 75 100 95;
74, 24 74 100 95;
75, 30 75 100 95;
76, 42 72 100 95;
77, 45 74 100 95;
78, 0 75 100 95;
79, 6 75 100 95;
80, 12 75 100 95;
81, 18 75 100 95;
82, 24 74 100 95;
83, 30 75 100 95;
84, 42 72 100 95;
85, 45 74 100 95;
86, 0 75 100 95;
87, 6 75 100 95;
88, 12 75 100 95;
89, 18 75 100 95;
90, 24 75 100 95;
91, 30 82 100 95;
92, 42 80 100 95;
93, 45 78 100 95;
94, 0 77 100 95;
95, 24 79 100 95;
96, 36 80 100 95;
97, 0 82 100 95;
98, 6 82 100 95;
99, 18 82 100 95;
100, 24 82 100 95;
101, 30 80 100 95;
102, 36 79 100 95;
103, 42 77 100 95;
104, 0 77 100 95;
105, 6 79 100 95;
106, 9 75 100 95;
107, 24 68 100 95;
108, 36 79 100 95;
109, 42 80 100 95;
110, 0 82 100 95;
111, 6 82 100 95;
112, 12 82 100 95;
113, 18 82 100 95;
114, 24 82 100 95;
115, 30 80 100 95;
116, 36 79 100 95;
117, 42 77 100 95;
118, 0 77 100 95;
119, 6 79 100 95;
120, 36 75 100 95;
121, 42 77 100 95;
122, 0 79 100 95;
123, 18 72 100 95;
124, 24 75 100 95;
125, 0 79 100 95;
126, 12 80 100 95;
127, 24 77 100 95;
128, 36 75 100 95;
129, 42 77 100 95;
130, 0 79 100 95;
131, 18 72 100 95;
132, 24 75 100 95;
133, 36 84 100 95;
134, 42 86 100 95;
135, 0 87 100 95;
136, 6 87 100 95;
137, 12 89 100 95;
138, 18 87 100 95;
139, 24 86 100 95;
140, 36 79 100 95;
141, 42 82 100 95;
142, 0 84 100 95;
143, 6 84 100 95;
144, 12 82 100 95;
145, 18 80 100 95;
146, 24 82 100 95;
147, 42 82 100 95;
148, 0 82 100 95;
149, 6 80 100 95;
150, 12 80 100 95;
151, 18 78 100 95;
152, 24 80 100 95;
153, 36 75 100 95;
154, 42 80 100 95;
155, 0 82 100 95;
156, 18 83 100 95;
157, 24 82 100 95;
158, 36 84 100 95;
159, 42 86 100 95;
160, 0 87 100 95;
161, 6 87 100 95;
162, 12 89 100 95;
163, 18 87 100 95;
164, 24 86 100 95;
165, 36 79 100 95;
166, 42 82 100 95;
167, 0 84 100 95;
168, 6 84 100 95;
169, 12 82 100 95;
170, 18 80 100 95;
171, 24 82 100 95;
172, 42 82 100 95;
173, 0 82 100 95;
174, 6 80 100 95;
175, 12 80 100 95;
176, 18 78 100 95;
177, 24 80 100 95;
178, 36 82 100 95;
179, 42 83 100 95;
180, 0 85 100 95;
181, 6 83 100 95;
182, 12 83 100 95;
183, 18 82 100 95;
184, 24 83 100 95;
185, 36 82 100 95;
186, 40 83 100 95;
187, 44 85 100 95;
188, 0 87 100 95;
189, 36 83 100 95;
190, 42 85 100 95;
191, 0 87 100 95;
192, 30 87 100 95;
193, 36 86 100 95;
194, 42 87 100 95;
195, 0 89 100 95;
196, 30 82 100 95;
197, 36 87 100 95;
198, 42 86 100 95;
199, 0 87 100 95;
